Film year,Ceremony year,Ceremony number,Winning category,Winner name,Film title,Film Duration,Film score
1973,1974,46,Actor In A Supporting Role,John Houseman,The Paper Chase,113,72.0
1973,1974,46,Actress,Glenda Jackson,A Touch of Class,106,65.0
1973,1974,46,Actress In A Supporting Role,Tatum O'Neal,Paper Moon,102,81.0
1973,1974,46,Art Direction,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,129,83.0
1973,1974,46,Cinematography,Sven Nykvist,Cries and Whispers,91,80.0
1973,1974,46,Costume Design,Edith Head,The Sting,129,83.0
1973,1974,46,Directing,George Roy Hill,The Sting,129,83.0
1973,1974,46,Film Editing,William Reynolds,The Sting,129,83.0
1973,1974,46,Foreign Language Film,France,Day for Night,116,80.0
1973,1974,46,Music (original Dramatic Score),Marvin Hamlisch,The Way We Were,118,70.0
1973,1974,46,Music (scoring: Original Song Score And Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,129,83.0
1973,1974,46,Music (song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,118,70.0
1973,1974,46,Best Picture,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,129,83.0
1973,1974,46,Short Subject (animated),"Frank Mouris, Producer",Frank Film,9,60.0
1973,1974,46,Short Subject (live Action),"Allan Miller and William Fertik, Producers",The Bolero,26,74.0
1973,1974,46,Sound,"Robert Knudson, Chris Newman",The Exorcist,122,81.0
1973,1974,46,Writing (screenplay--based On Material From Another Medium),William Peter Blatty,The Exorcist,122,81.0
1973,1974,46,Writing (story And Screenplay--based On Factual Material Or Material Not Previously Published Or Produced),David S. Ward,The Sting,129,83.0
1974,1975,47,Actor,Art Carney,Harry and Tonto,115,74.0
1974,1975,47,Actor In A Supporting Role,Robert De Niro,The Godfather Part II,202,90.0
1974,1975,47,Actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,112,73.0
1974,1975,47,Actress In A Supporting Role,Ingrid Bergman,Murder on the Orient Express,128,72.0
1974,1975,47,Art Direction,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",The Godfather Part II,202,90.0
1974,1975,47,Cinematography,"Fred Koenekamp, Joseph Biroc",The Towering Inferno,165,70.0
1974,1975,47,Costume Design,Theoni V. Aldredge,The Great Gatsby,144,64.0
1974,1975,47,Directing,Francis Ford Coppola,The Godfather Part II,202,90.0
1974,1975,47,Documentary (feature),"Peter Davis and Bert Schneider, Producers",Hearts and Minds,112,82.0
1974,1975,47,Film Editing,"Harold F. Kress, Carl Kress",The Towering Inferno,165,70.0
1974,1975,47,Foreign Language Film,Italy,Amarcord,43,70.0
1974,1975,47,Music (original Dramatic Score),"Nino Rota, Carmine Coppola",The Godfather Part II,202,90.0
1974,1975,47,Music (scoring: Original Song Score And Adaptation -or- Scoring: Adaptation),Adaptation Score by Nelson Riddle,The Great Gatsby,144,64.0
1974,1975,47,Music (song),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Towering Inferno,165,70.0
1974,1975,47,Best Picture,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,202,90.0
1974,1975,47,Sound,"Ronald Pierce, Melvin Metcalfe, Sr.",Earthquake,122,59.0
1974,1975,47,Writing (original Screenplay),Robert Towne,Chinatown,130,82.0
1974,1975,47,Writing (screenplay Adapted From Other Material),"Francis Ford Coppola, Mario Puzo",The Godfather Part II,202,90.0
1974,1975,47,Special Achievement Award (visual Effects),"Frank Brendel, Glen Robinson, Albert Whitlock",Earthquake,122,59.0
1975,1976,48,Actor,Jack Nicholson,One Flew over the Cuckoo's Nest,133,87.0
1975,1976,48,Actor In A Supporting Role,George Burns,The Sunshine Boys,111,71.0
1975,1976,48,Actress,Louise Fletcher,One Flew over the Cuckoo's Nest,133,87.0
1975,1976,48,Actress In A Supporting Role,Lee Grant,Shampoo,110,64.0
1975,1976,48,Art Direction,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",Barry Lyndon,185,81.0
1975,1976,48,Cinematography,John Alcott,Barry Lyndon,185,81.0
1975,1976,48,Costume Design,"Ulla-Britt Soderlund, Milena Canonero",Barry Lyndon,185,81.0
1975,1976,48,Directing,Milos Forman,One Flew over the Cuckoo's Nest,133,87.0
1975,1976,48,Documentary (feature),"F. R. Crawley, James Hager and Dale Hartleben, Producers",The Man Who Skied down Everest,85,72.0
1975,1976,48,Film Editing,Verna Fields,Jaws,124,81.0
1975,1976,48,Foreign Language Film,Union of Soviet Socialist Republics,Dersu Uzala,142,82.0
1975,1976,48,Music (original Score),John Williams,Jaws,124,81.0
1975,1976,48,Music (scoring: Original Song Score And Adaptation -or- Scoring: Adaptation),Adaptation Score by Leonard Rosenman,Barry Lyndon,185,81.0
1975,1976,48,Music (original Song),Music and Lyrics by Keith Carradine,Nashville,160,76.0
1975,1976,48,Best Picture,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,133,87.0
1975,1976,48,Short Film (animated),"Bob Godfrey, Producer",Great,107,67.0
1975,1976,48,Sound,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",Jaws,124,81.0
1975,1976,48,Writing (original Screenplay),Frank Pierson,Dog Day Afternoon,125,80.0
1975,1976,48,Writing (screenplay Adapted From Other Material),"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest,133,87.0
1975,1976,48,Special Achievement Award (sound Effects),Peter Berkos,The Hindenburg,125,62.0
1975,1976,48,Special Achievement Award (visual Effects),"Albert Whitlock, Glen Robinson",The Hindenburg,125,62.0
1976,1977,49,Actor In A Leading Role,Peter Finch,Network,121,81.0
1976,1977,49,Actor In A Supporting Role,Jason Robards,All the President's Men,138,79.0
1976,1977,49,Actress In A Leading Role,Faye Dunaway,Network,121,81.0
1976,1977,49,Actress In A Supporting Role,Beatrice Straight,Network,121,81.0
1976,1977,49,Art Direction,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,138,79.0
1976,1977,49,Cinematography,Haskell Wexler,Bound for Glory,147,73.0
1976,1977,49,Costume Design,Danilo Donati,Fellini's Casanova,155,70.0
1976,1977,49,Directing,John G. Avildsen,Rocky,120,81.0
1976,1977,49,Documentary (feature),"Barbara Kopple, Producer","Harlan County, U.S.A.",103,82.0
1976,1977,49,Film Editing,"Richard Halsey, Scott Conrad",Rocky,120,81.0
1976,1977,49,Foreign Language Film,Ivory Coast,Black and White in Color,90,68.0
1976,1977,49,Music (original Score),Jerry Goldsmith,The Omen,111,75.0
1976,1977,49,Music (original Song Score And Its Adaptation Or Adaptation Score),Adaptation Score by Leonard Rosenman,Bound for Glory,147,73.0
1976,1977,49,Music (original Song),Music by Barbra Streisand; Lyrics by Paul Williams,A Star Is Born,139,61.0
1976,1977,49,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",Rocky,120,81.0
1976,1977,49,Sound,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",All the President's Men,138,79.0
1976,1977,49,Writing (screenplay--based On Material From Another Medium),William Goldman,All the President's Men,138,79.0
1976,1977,49,Writing (screenplay Written Directly For The Screen--based On Factual Material Or On Story Material Not Previously Published Or Produced),Paddy Chayefsky,Network,121,81.0
1976,1977,49,Special Achievement Award (visual Effects),"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",King Kong,134,59.0
1976,1977,49,Special Achievement Award (visual Effects),"L. B. Abbott, Glen Robinson, Matthew Yuricich",Logan's Run,119,68.0
1977,1978,50,Actor In A Leading Role,Richard Dreyfuss,The Goodbye Girl,111,74.0
1977,1978,50,Actor In A Supporting Role,Jason Robards,Julia,117,71.0
1977,1978,50,Actress In A Leading Role,Diane Keaton,Annie Hall,93,80.0
1977,1978,50,Actress In A Supporting Role,Vanessa Redgrave,Julia,117,71.0
1977,1978,50,Art Direction,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",Star Wars,121,86.0
1977,1978,50,Cinematography,Vilmos Zsigmond,Close Encounters of the Third Kind,138,76.0
1977,1978,50,Costume Design,John Mollo,Star Wars,121,86.0
1977,1978,50,Directing,Woody Allen,Annie Hall,93,80.0
1977,1978,50,Documentary (feature),"John Korty, Dan McCann and Warren L. Lockhart, Producers",Who Are the DeBolts? And Where Did They Get Nineteen Kids?,72,72.0
1977,1978,50,Film Editing,"Paul Hirsch, Marcia Lucas, Richard Chew",Star Wars,121,86.0
1977,1978,50,Foreign Language Film,France,Madame Rosa,105,72.0
1977,1978,50,Music (original Score),John Williams,Star Wars,121,86.0
1977,1978,50,Music (original Song Score And Its Adaptation Or Adaptation Score),Adaptation Score by Jonathan Tunick,A Little Night Music,124,54.0
1977,1978,50,Music (original Song),Music and Lyrics by Joseph Brooks,You Light Up My Life,90,47.0
1977,1978,50,Best Picture,"Charles H. Joffe, Producer",Annie Hall,93,80.0
1977,1978,50,Sound,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",Star Wars,121,86.0
1977,1978,50,Visual Effects,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",Star Wars,121,86.0
1977,1978,50,Writing (screenplay--based On Material From Another Medium),Alvin Sargent,Julia,117,71.0
1977,1978,50,Writing (screenplay Written Directly For The Screen--based On Factual Material Or On Story Material Not Previously Published Or Produced),"Woody Allen, Marshall Brickman",Annie Hall,93,80.0
1977,1978,50,Special Achievement Award (sound Effects Editing),Frank E. Warner,Close Encounters of the Third Kind,138,76.0
1978,1979,51,Actor In A Leading Role,Jon Voight,Coming Home,127,73.0
1978,1979,51,Actor In A Supporting Role,Christopher Walken,The Deer Hunter,183,81.0
1978,1979,51,Actress In A Leading Role,Jane Fonda,Coming Home,127,73.0
1978,1979,51,Actress In A Supporting Role,Maggie Smith,California Suite,103,62.0
1978,1979,51,Art Direction,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",Heaven Can Wait,101,69.0
1978,1979,51,Cinematography,Nestor Almendros,Days of Heaven,94,78.0
1978,1979,51,Costume Design,Anthony Powell,Death on the Nile,140,72.0
1978,1979,51,Directing,Michael Cimino,The Deer Hunter,183,81.0
1978,1979,51,Documentary (feature),"Arnold Shapiro, Producer",Scared Straight!,96,77.0
1978,1979,51,Film Editing,Peter Zinner,The Deer Hunter,183,81.0
1978,1979,51,Foreign Language Film,France,Get Out Your Handkerchiefs,108,70.0
1978,1979,51,Music (adaptation Score),Joe Renzetti,The Buddy Holly Story,114,72.0
1978,1979,51,Music (original Score),Giorgio Moroder,Midnight Express,121,75.0
1978,1979,51,Music (original Song),Music and Lyrics by Paul Jabara,Thank God It's Friday,89,54.0
1978,1979,51,Best Picture,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,183,81.0
1978,1979,51,Short Film (animated),"Eunice Macaulay and John Weldon, Producers",Special Delivery,109,64.0
1978,1979,51,Sound,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,183,81.0
1978,1979,51,Writing (screenplay Based On Material From Another Medium),Oliver Stone,Midnight Express,121,75.0
1978,1979,51,Writing (screenplay Written Directly For The Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,127,73.0
1978,1979,51,Special Achievement Award (visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",Superman,143,74.0
1979,1980,52,Actor In A Leading Role,Dustin Hoffman,Kramer vs. Kramer,105,78.0
1979,1980,52,Actor In A Supporting Role,Melvyn Douglas,Being There,130,79.0
1979,1980,52,Actress In A Leading Role,Sally Field,Norma Rae,114,73.0
1979,1980,52,Actress In A Supporting Role,Meryl Streep,Kramer vs. Kramer,105,78.0
1979,1980,52,Art Direction,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,123,78.0
1979,1980,52,Cinematography,Vittorio Storaro,Apocalypse Now,147,84.0
1979,1980,52,Costume Design,Albert Wolsky,All That Jazz,123,78.0
1979,1980,52,Directing,Robert Benton,Kramer vs. Kramer,105,78.0
1979,1980,52,Documentary (short Subject),"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,30,75.0
1979,1980,52,Film Editing,Alan Heim,All That Jazz,123,78.0
1979,1980,52,Foreign Language Film,Federal Republic of Germany,The Tin Drum,142,75.0
1979,1980,52,Music (original Score),Georges Delerue,A Little Romance,110,74.0
1979,1980,52,Music (original Song Score And Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,All That Jazz,123,78.0
1979,1980,52,Music (original Song),Music by David Shire; Lyric by Norman Gimbel,Norma Rae,114,73.0
1979,1980,52,Best Picture,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,105,78.0
1979,1980,52,Sound,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",Apocalypse Now,147,84.0
1979,1980,52,Visual Effects,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",Alien,117,85.0
1979,1980,52,Writing (screenplay Based On Material From Another Medium),Robert Benton,Kramer vs. Kramer,105,78.0
1979,1980,52,Writing (screenplay Written Directly For The Screen),Steve Tesich,Breaking Away,101,77.0
1979,1980,52,Special Achievement Award (sound Editing),Alan Splet,The Black Stallion,118,74.0
1980,1981,53,Actor In A Leading Role,Robert De Niro,Raging Bull,129,81.0
1980,1981,53,Actor In A Supporting Role,Timothy Hutton,Ordinary People,124,77.0
1980,1981,53,Actress In A Leading Role,Sissy Spacek,Coal Miner's Daughter,124,75.0
1980,1981,53,Actress In A Supporting Role,Mary Steenburgen,Melvin and Howard,95,68.0
1980,1981,53,Art Direction,"Art Direction:  Pierre Guffroy, Jack Stephens",Tess,61,69.0
1980,1981,53,Cinematography,"Geoffrey Unsworth, Ghislain Cloquet",Tess,61,69.0
1980,1981,53,Costume Design,Anthony Powell,Tess,61,69.0
1980,1981,53,Directing,Robert Redford,Ordinary People,124,77.0
1980,1981,53,Documentary (feature),"Murray Lerner, Producer",From Mao to Mozart: Isaac Stern in China,84,75.0
1980,1981,53,Film Editing,Thelma Schoonmaker,Raging Bull,129,81.0
1980,1981,53,Foreign Language Film,Union of Soviet Socialist Republics,Moscow Does Not Believe in Tears,150,81.0
1980,1981,53,Music (original Score),Michael Gore,Fame,134,66.0
1980,1981,53,Music (original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,134,66.0
1980,1981,53,Best Picture,"Ronald L. Schwary, Producer",Ordinary People,124,77.0
1980,1981,53,Short Film (dramatic Live Action),"Lloyd Phillips, Producer",The Dollar Bottom,33,67.0
1980,1981,53,Sound,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",The Empire Strikes Back,124,87.0
1980,1981,53,Writing (screenplay Based On Material From Another Medium),Alvin Sargent,Ordinary People,124,77.0
1980,1981,53,Writing (screenplay Written Directly For The Screen),Bo Goldman,Melvin and Howard,95,68.0
1980,1981,53,Special Achievement Award (visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",The Empire Strikes Back,124,87.0
1981,1982,54,Actor In A Leading Role,Henry Fonda,On Golden Pond,109,76.0
1981,1982,54,Actor In A Supporting Role,John Gielgud,Arthur,97,69.0
1981,1982,54,Actress In A Leading Role,Katharine Hepburn,On Golden Pond,109,76.0
1981,1982,54,Actress In A Supporting Role,Maureen Stapleton,Reds,195,73.0
1981,1982,54,Art Direction,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",Raiders of the Lost Ark,115,84.0
1981,1982,54,Cinematography,Vittorio Storaro,Reds,195,73.0
1981,1982,54,Costume Design,Milena Canonero,Chariots of Fire,125,71.0
1981,1982,54,Directing,Warren Beatty,Reds,195,73.0
1981,1982,54,Documentary (feature),"Arnold Schwartzman and Rabbi Marvin Hier, Producers",Genocide,120,22.0
1981,1982,54,Film Editing,Michael Kahn,Raiders of the Lost Ark,115,84.0
1981,1982,54,Foreign Language Film,Hungary,Mephisto,126,77.0
1981,1982,54,Makeup,Rick Baker,An American Werewolf in London,97,75.0
1981,1982,54,Music (original Score),Vangelis,Chariots of Fire,125,71.0
1981,1982,54,Music (original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",Arthur,97,69.0
1981,1982,54,Best Picture,"David Puttnam, Producer",Chariots of Fire,125,71.0
1981,1982,54,Short Film (animated),"Frédéric Back, Producer",Crac,131,73.0
1981,1982,54,Sound,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",Raiders of the Lost Ark,115,84.0
1981,1982,54,Visual Effects,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",Raiders of the Lost Ark,115,84.0
1981,1982,54,Writing (screenplay Based On Material From Another Medium),Ernest Thompson,On Golden Pond,109,76.0
1981,1982,54,Writing (screenplay Written Directly For The Screen),Colin Welland,Chariots of Fire,125,71.0
1981,1982,54,Special Achievement Award (sound Effects Editing),"Ben Burtt, Richard L. Anderson",Raiders of the Lost Ark,115,84.0
1982,1983,55,Actor In A Leading Role,Ben Kingsley,Gandhi,191,80.0
1982,1983,55,Actor In A Supporting Role,"Louis Gossett, Jr.",An Officer and a Gentleman,124,70.0
1982,1983,55,Actress In A Leading Role,Meryl Streep,Sophie's Choice,150,75.0
1982,1983,55,Actress In A Supporting Role,Jessica Lange,Tootsie,116,74.0
1982,1983,55,Art Direction,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",Gandhi,191,80.0
1982,1983,55,Cinematography,"Billy Williams, Ronnie Taylor",Gandhi,191,80.0
1982,1983,55,Costume Design,"John Mollo, Bhanu Athaiya",Gandhi,191,80.0
1982,1983,55,Directing,Richard Attenborough,Gandhi,191,80.0
1982,1983,55,Documentary (feature),"John Zaritsky, Producer",Just Another Missing Kid,24,85.0
1982,1983,55,Film Editing,John Bloom,Gandhi,191,80.0
1982,1983,55,Foreign Language Film,Spain,Volver a Empezar ('To Begin Again'),87,69.0
1982,1983,55,Makeup,"Sarah Monzani, Michèle Burke",Quest for Fire,23,77.0
1982,1983,55,Music (original Score),John Williams,E.T. The Extra-Terrestrial,115,79.0
1982,1983,55,Music (original Song Score And Its Adaptation -or- Adaptation Score),Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,Victor/Victoria,134,76.0
1982,1983,55,Music (original Song),Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,An Officer and a Gentleman,124,70.0
1982,1983,55,Best Picture,"Richard Attenborough, Producer",Gandhi,191,80.0
1982,1983,55,Sound,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",E.T. The Extra-Terrestrial,115,79.0
1982,1983,55,Sound Effects Editing,"Charles L. Campbell, Ben Burtt",E.T. The Extra-Terrestrial,115,79.0
1982,1983,55,Visual Effects,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",E.T. The Extra-Terrestrial,115,79.0
1982,1983,55,Writing (screenplay Based On Material From Another Medium),"Costa-Gavras, Donald Stewart",Missing,122,77.0
1982,1983,55,Writing (screenplay Written Directly For The Screen),John Briley,Gandhi,191,80.0
1983,1984,56,Actor In A Leading Role,Robert Duvall,Tender Mercies,92,73.0
1983,1984,56,Actor In A Supporting Role,Jack Nicholson,Terms of Endearment,132,74.0
1983,1984,56,Actress In A Leading Role,Shirley MacLaine,Terms of Endearment,132,74.0
1983,1984,56,Actress In A Supporting Role,Linda Hunt,The Year of Living Dangerously,115,71.0
1983,1984,56,Art Direction,Anna Asp,Fanny & Alexander,312,90.0
1983,1984,56,Cinematography,Sven Nykvist,Fanny & Alexander,312,90.0
1983,1984,56,Costume Design,Marik Vos,Fanny & Alexander,312,90.0
1983,1984,56,Directing,James L. Brooks,Terms of Endearment,132,74.0
1983,1984,56,Film Editing,"Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf",The Right Stuff,193,78.0
1983,1984,56,Foreign Language Film,Sweden,Fanny & Alexander,312,90.0
1983,1984,56,Music (original Score),Bill Conti,The Right Stuff,193,78.0
1983,1984,56,Music (original Song Score Or Adaptation Score),"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",Yentl,133,66.0
1983,1984,56,Music (original Song),Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,Flashdance,95,62.0
1983,1984,56,Best Picture,"James L. Brooks, Producer",Terms of Endearment,132,74.0
1983,1984,56,Sound,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",The Right Stuff,193,78.0
1983,1984,56,Sound Effects Editing,Jay Boekelheide,The Right Stuff,193,78.0
1983,1984,56,Writing (screenplay Based On Material From Another Medium),James L. Brooks,Terms of Endearment,132,74.0
1983,1984,56,Writing (screenplay Written Directly For The Screen),Horton Foote,Tender Mercies,92,73.0
1983,1984,56,Special Achievement Award (visual Effects),"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",Return of the Jedi,131,83.0
1984,1985,57,Actor In A Leading Role,F. Murray Abraham,Amadeus,160,84.0
1984,1985,57,Actor In A Supporting Role,Haing S. Ngor,The Killing Fields,141,78.0
1984,1985,57,Actress In A Leading Role,Sally Field,Places in the Heart,111,74.0
1984,1985,57,Actress In A Supporting Role,Peggy Ashcroft,A Passage to India,164,73.0
1984,1985,57,Art Direction,Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny,Amadeus,160,84.0
1984,1985,57,Cinematography,Chris Menges,The Killing Fields,141,78.0
1984,1985,57,Costume Design,Theodor Pistek,Amadeus,160,84.0
1984,1985,57,Directing,Milos Forman,Amadeus,160,84.0
1984,1985,57,Documentary (feature),"Robert Epstein and Richard Schmiechen, Producers",The Times of Harvey Milk,90,82.0
1984,1985,57,Film Editing,Jim Clark,The Killing Fields,141,78.0
1984,1985,57,Makeup,"Paul LeBlanc, Dick Smith",Amadeus,160,84.0
1984,1985,57,Music (original Score),Maurice Jarre,A Passage to India,164,73.0
1984,1985,57,Music (original Song Score),Prince,Purple Rain,111,65.0
1984,1985,57,Music (original Song),Music and Lyric by Stevie Wonder,The Woman in Red,87,59.0
1984,1985,57,Best Picture,"Saul Zaentz, Producer",Amadeus,160,84.0
1984,1985,57,Short Film (animated),"Jon Minnis, Producer",Charade,0,61.0
1984,1985,57,Short Film (live Action),"Mike Hoover, Producer",Up,96,55.0
1984,1985,57,Sound,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",Amadeus,160,84.0
1984,1985,57,Visual Effects,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",Indiana Jones and the Temple of Doom,118,75.0
1984,1985,57,Writing (screenplay Based On Material From Another Medium),Peter Shaffer,Amadeus,160,84.0
1984,1985,57,Writing (screenplay Written Directly For The Screen),Robert Benton,Places in the Heart,111,74.0
1984,1985,57,Special Achievement Award (sound Effects Editing),Kay Rose,The River,124,63.0
1985,1986,58,Actor In A Leading Role,William Hurt,Kiss of the Spider Woman,120,73.0
1985,1986,58,Actor In A Supporting Role,Don Ameche,Cocoon,117,67.0
1985,1986,58,Actress In A Leading Role,Geraldine Page,The Trip to Bountiful,108,74.0
1985,1986,58,Actress In A Supporting Role,Anjelica Huston,Prizzi's Honor,130,67.0
1985,1986,58,Art Direction,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,161,71.0
1985,1986,58,Cinematography,David Watkin,Out of Africa,161,71.0
1985,1986,58,Costume Design,Emi Wada,Ran,162,82.0
1985,1986,58,Directing,Sydney Pollack,Out of Africa,161,71.0
1985,1986,58,Film Editing,Thom Noble,Witness,112,74.0
1985,1986,58,Foreign Language Film,Argentina,The Official Story,112,77.0
1985,1986,58,Makeup,"Michael Westmore, Zoltan Elek",Mask,120,72.0
1985,1986,58,Music (original Score),John Barry,Out of Africa,161,71.0
1985,1986,58,Music (original Song),Music and Lyric by Lionel Richie,White Nights,136,66.0
1985,1986,58,Best Picture,"Sydney Pollack, Producer",Out of Africa,161,71.0
1985,1986,58,Sound,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,161,71.0
1985,1986,58,Sound Effects Editing,"Charles L. Campbell, Robert Rutledge",Back to the Future,116,85.0
1985,1986,58,Visual Effects,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,117,67.0
1985,1986,58,Writing (screenplay Based On Material From Another Medium),Kurt Luedtke,Out of Africa,161,71.0
1985,1986,58,Writing (screenplay Written Directly For The Screen),"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,112,74.0
1986,1987,59,Actor In A Leading Role,Paul Newman,The Color of Money,119,70.0
1986,1987,59,Actor In A Supporting Role,Michael Caine,Hannah and Her Sisters,107,78.0
1986,1987,59,Actress In A Leading Role,Marlee Matlin,Children of a Lesser God,119,72.0
1986,1987,59,Actress In A Supporting Role,Dianne Wiest,Hannah and Her Sisters,107,78.0
1986,1987,59,Art Direction,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,117,72.0
1986,1987,59,Cinematography,Chris Menges,The Mission,125,74.0
1986,1987,59,Costume Design,"Jenny Beavan, John Bright",A Room with a View,117,72.0
1986,1987,59,Directing,Oliver Stone,Platoon,120,81.0
1986,1987,59,Documentary (feature),"Joseph Feury and Milton Justice, Producers",Down and Out in America,0,72.0
1986,1987,59,Film Editing,Claire Simpson,Platoon,120,81.0
1986,1987,59,Foreign Language Film,The Netherlands,The Assault,141,72.0
1986,1987,59,Makeup,"Chris Walas, Stephan Dupuis",The Fly,96,76.0
1986,1987,59,Music (original Score),Herbie Hancock,'Round Midnight,133,74.0
1986,1987,59,Music (original Song),Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,109,69.0
1986,1987,59,Best Picture,"Arnold Kopelson, Producer",Platoon,120,81.0
1986,1987,59,Sound,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,120,81.0
1986,1987,59,Sound Effects Editing,Don Sharpe,Aliens,137,84.0
1986,1987,59,Visual Effects,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,137,84.0
1986,1987,59,Writing (screenplay Based On Material From Another Medium),Ruth Prawer Jhabvala,A Room with a View,117,72.0
1986,1987,59,Writing (screenplay Written Directly For The Screen),Woody Allen,Hannah and Her Sisters,107,78.0
1987,1988,60,Actor In A Leading Role,Michael Douglas,Wall Street,126,73.0
1987,1988,60,Actor In A Supporting Role,Sean Connery,The Untouchables,119,78.0
1987,1988,60,Actress In A Leading Role,Cher,Moonstruck,102,71.0
1987,1988,60,Actress In A Supporting Role,Olympia Dukakis,Moonstruck,102,71.0
1987,1988,60,Art Direction,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",The Last Emperor,163,77.0
1987,1988,60,Cinematography,Vittorio Storaro,The Last Emperor,163,77.0
1987,1988,60,Costume Design,James Acheson,The Last Emperor,163,77.0
1987,1988,60,Directing,Bernardo Bertolucci,The Last Emperor,163,77.0
1987,1988,60,Documentary (feature),"Aviva Slesin, Producer",The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,132,74.0
1987,1988,60,Documentary (short Subject),"Sue Marx and Pamela Conn, Producers",Young at Heart,29,66.0
1987,1988,60,Film Editing,Gabriella Cristiani,The Last Emperor,163,77.0
1987,1988,60,Foreign Language Film,Denmark,Babette's Feast,103,78.0
1987,1988,60,Makeup,Rick Baker,Harry and the Hendersons,110,61.0
1987,1988,60,Music (original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",The Last Emperor,163,77.0
