Film year,Ceremony year,Ceremony number,Winning category,Winner name,Film title,Film Duration,Film score
2015,2016,88,Directing,Alejandro G. Iñárritu,The Revenant,156,80.0
2015,2016,88,Documentary (feature),Asif Kapadia and James Gay-Rees,Amy,128,78.0
2015,2016,88,Documentary (short Subject),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,40,79.0
2015,2016,88,Film Editing,Margaret Sixel,Mad Max: Fury Road,120,81.0
2015,2016,88,Foreign Language Film,Hungary,Son of Saul,107,74.0
2015,2016,88,Makeup And Hairstyling,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,120,81.0
2015,2016,88,Music (original Score),Ennio Morricone,The Hateful Eight,168,78.0
2015,2016,88,Music (original Song),Music and Lyric by Jimmy Napes and Sam Smith,Spectre,148,68.0
2015,2016,88,Best Picture,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,129,81.0
2015,2016,88,Production Design,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,120,81.0
2015,2016,88,Short Film (live Action),Benjamin Cleary and Serena Armitage,Stutterer,12,77.0
2015,2016,88,Sound Editing,Mark Mangini and David White,Mad Max: Fury Road,120,81.0
2015,2016,88,Sound Mixing,"Chris Jenkins, Gregg Rudloff and Ben Osmo",Mad Max: Fury Road,120,81.0
2015,2016,88,Writing (adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,The Big Short,130,78.0
2015,2016,88,Writing (original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,129,81.0
2016,2017,89,Actor In A Leading Role,Casey Affleck,Manchester by the Sea,137,78.0
2016,2017,89,Actor In A Supporting Role,Mahershala Ali,Moonlight,111,74.0
2016,2017,89,Actress In A Leading Role,Emma Stone,La La Land,128,80.0
2016,2017,89,Actress In A Supporting Role,Viola Davis,Fences,139,72.0
2016,2017,89,Animated Feature Film,"Byron Howard, Rich Moore and Clark Spencer",Zootopia,108,80.0
2016,2017,89,Cinematography,Linus Sandgren,La La Land,128,80.0
2016,2017,89,Costume Design,Colleen Atwood,Fantastic Beasts and Where to Find Them,132,72.0
2016,2017,89,Directing,Damien Chazelle,La La Land,128,80.0
2016,2017,89,Documentary (feature),Ezra Edelman and Caroline Waterlow,O.J.: Made in America,467,89.0
2016,2017,89,Documentary (short Subject),Orlando von Einsiedel and Joanna Natasegara,The White Helmets,41,75.0
2016,2017,89,Film Editing,John Gilbert,Hacksaw Ridge,139,81.0
2016,2017,89,Foreign Language Film,Iran,The Salesman,124,77.0
2016,2017,89,Makeup And Hairstyling,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",Suicide Squad,123,59.0
2016,2017,89,Music (original Score),Justin Hurwitz,La La Land,128,80.0
2016,2017,89,Music (original Song),Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,La La Land,128,80.0
2016,2017,89,Best Picture,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,111,74.0
2016,2017,89,Production Design,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,128,80.0
2016,2017,89,Short Film (animated),Alan Barillaro and Marc Sondheimer,Piper,6,83.0
2016,2017,89,Short Film (live Action),Kristof Deák and Anna Udvardy,Sing,108,71.0
2016,2017,89,Sound Editing,Sylvain Bellemare,Arrival,116,79.0
2016,2017,89,Sound Mixing,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",Hacksaw Ridge,139,81.0
2016,2017,89,Visual Effects,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,106,74.0
2016,2017,89,Writing (adapted Screenplay),Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,111,74.0
2016,2017,89,Writing (original Screenplay),Written by Kenneth Lonergan,Manchester by the Sea,137,78.0
2017,2018,90,Actor In A Leading Role,Gary Oldman,Darkest Hour,125,74.0
2017,2018,90,Actor In A Supporting Role,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",115,81.0
2017,2018,90,Actress In A Leading Role,Frances McDormand,"Three Billboards outside Ebbing, Missouri",115,81.0
2017,2018,90,Actress In A Supporting Role,Allison Janney,"I, Tonya",119,75.0
2017,2018,90,Animated Feature Film,Lee Unkrich and Darla K. Anderson,Coco,105,84.0
2017,2018,90,Cinematography,Roger A. Deakins,Blade Runner 2049,164,80.0
2017,2018,90,Costume Design,Mark Bridges,Phantom Thread,130,74.0
2017,2018,90,Directing,Guillermo del Toro,The Shape of Water,123,73.0
2017,2018,90,Documentary (feature),Bryan Fogel and Dan Cogan,Icarus,120,79.0
2017,2018,90,Film Editing,Lee Smith,Dunkirk,106,78.0
2017,2018,90,Foreign Language Film,Chile,A Fantastic Woman,104,72.0
2017,2018,90,Makeup And Hairstyling,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,125,74.0
2017,2018,90,Music (original Score),Alexandre Desplat,The Shape of Water,123,73.0
2017,2018,90,Music (original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,105,84.0
2017,2018,90,Best Picture,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,123,73.0
2017,2018,90,Production Design,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,123,73.0
2017,2018,90,Short Film (animated),Glen Keane and Kobe Bryant,Dear Basketball,6,73.0
2017,2018,90,Short Film (live Action),Chris Overton and Rachel Shenton,The Silent Child,20,77.0
2017,2018,90,Sound Editing,Richard King and Alex Gibson,Dunkirk,106,78.0
2017,2018,90,Sound Mixing,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,106,78.0
2017,2018,90,Visual Effects,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,164,80.0
2017,2018,90,Writing (adapted Screenplay),Screenplay by James Ivory,Call Me by Your Name,132,78.0
2017,2018,90,Writing (original Screenplay),Written by Jordan Peele,Get Out,104,78.0
2018,2019,91,Actor In A Leading Role,Rami Malek,Bohemian Rhapsody,134,79.0
2018,2019,91,Actor In A Supporting Role,Mahershala Ali,Green Book,130,82.0
2018,2019,91,Actress In A Leading Role,Olivia Colman,The Favourite,119,75.0
2018,2019,91,Actress In A Supporting Role,Regina King,If Beale Street Could Talk,119,71.0
2018,2019,91,Cinematography,Alfonso Cuarón,Roma,135,77.0
2018,2019,91,Costume Design,Ruth Carter,Black Panther,134,73.0
2018,2019,91,Directing,Alfonso Cuarón,Roma,135,77.0
2018,2019,91,Documentary (feature),"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,100,81.0
2018,2019,91,Film Editing,John Ottman,Bohemian Rhapsody,134,79.0
2018,2019,91,Foreign Language Film,Mexico,Roma,135,77.0
2018,2019,91,Makeup And Hairstyling,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,132,72.0
2018,2019,91,Music (original Score),Ludwig Goransson,Black Panther,134,73.0
2018,2019,91,Music (original Song),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,136,76.0
2018,2019,91,Best Picture,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,130,82.0
2018,2019,91,Production Design,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,134,73.0
2018,2019,91,Short Film (animated),Domee Shi and Becky Neiman-Cobb,Bao,8,75.0
2018,2019,91,Sound Mixing,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,134,79.0
2018,2019,91,Visual Effects,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,141,73.0
2018,2019,91,Writing (adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,135,75.0
2018,2019,91,Writing (original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,130,82.0
2019,2020,92,Actor In A Leading Role,Joaquin Phoenix,Joker,122,84.0
2019,2020,92,Actor In A Supporting Role,Brad Pitt,Once upon a Time...in Hollywood,161,76.0
2019,2020,92,Actress In A Leading Role,Renée Zellweger,Judy,118,68.0
2019,2020,92,Actress In A Supporting Role,Laura Dern,Marriage Story,137,79.0
2019,2020,92,Animated Feature Film,"Josh Cooley, Mark Nielsen and Jonas Rivera",Toy Story 4,100,77.0
2019,2020,92,Costume Design,Jacqueline Durran,Little Women,135,78.0
2019,2020,92,Directing,Bong Joon Ho,Parasite,132,85.0
2019,2020,92,Documentary (feature),"Steven Bognar, Julia Reichert and Jeff Reichert",American Factory,110,74.0
2019,2020,92,Documentary (short Subject),Carol Dysinger and Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),39,75.0
2019,2020,92,Film Editing,Michael McCusker and Andrew Buckland,Ford v Ferrari,152,81.0
2019,2020,92,International Feature Film,South Korea,Parasite,132,85.0
2019,2020,92,Makeup And Hairstyling,"Kazu Hiro, Anne Morgan and Vivian Baker",Bombshell,109,68.0
2019,2020,92,Music (original Score),Hildur Guðnadóttir,Joker,122,84.0
2019,2020,92,Music (original Song),Music by Elton John; Lyric by Bernie Taupin,Rocketman,121,73.0
2019,2020,92,Best Picture,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,132,85.0
2019,2020,92,Production Design,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,Once upon a Time...in Hollywood,161,76.0
2019,2020,92,Short Film (animated),Matthew A. Cherry and Karen Rupert Toliver,Hair Love,7,74.0
2019,2020,92,Sound Editing,Donald Sylvester,Ford v Ferrari,152,81.0
2019,2020,92,Writing (adapted Screenplay),Screenplay by Taika Waititi,Jojo Rabbit,108,79.0
2019,2020,92,Writing (original Screenplay),"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",Parasite,132,85.0
2020,2021,93,Actor In A Leading Role,Anthony Hopkins,The Father,97,82.0
2020,2021,93,Actor In A Supporting Role,Daniel Kaluuya,Judas and the Black Messiah,126,74.0
2020,2021,93,Actress In A Leading Role,Frances McDormand,Nomadland,107,73.0
2020,2021,93,Actress In A Supporting Role,Yuh-Jung Youn,Minari,115,74.0
2020,2021,93,Animated Feature Film,Pete Docter and Dana Murray,Soul,100,80.0
2020,2021,93,Cinematography,Erik Messerschmidt,Mank,131,68.0
2020,2021,93,Costume Design,Ann Roth,Ma Rainey's Black Bottom,94,69.0
2020,2021,93,Directing,Chloé Zhao,Nomadland,107,73.0
2020,2021,93,Documentary (feature),"Pippa Ehrlich, James Reed and Craig Foster",My Octopus Teacher,85,81.0
2020,2021,93,Film Editing,Mikkel E. G. Nielsen,Sound of Metal,120,77.0
2020,2021,93,International Feature Film,Denmark,Another Round,117,77.0
2020,2021,93,Makeup And Hairstyling,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson",Ma Rainey's Black Bottom,94,69.0
2020,2021,93,Music (original Score),"Trent Reznor, Atticus Ross and Jon Batiste",Soul,100,80.0
2020,2021,93,Music (original Song),Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas,Judas and the Black Messiah,126,74.0
2020,2021,93,Best Picture,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",Nomadland,107,73.0
2020,2021,93,Production Design,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale,Mank,131,68.0
2020,2021,93,Short Film (animated),Will McCormack and Michael Govier,If Anything Happens I Love You,13,78.0
2020,2021,93,Short Film (live Action),Travon Free and Martin Desmond Roe,Two Distant Strangers,32,69.0
2020,2021,93,Sound,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh",Sound of Metal,120,77.0
2020,2021,93,Visual Effects,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",Tenet,150,73.0
2020,2021,93,Writing (adapted Screenplay),Screenplay by Christopher Hampton and Florian Zeller,The Father,97,82.0
2020,2021,93,Writing (original Screenplay),Written by Emerald Fennell,Promising Young Woman,113,75.0
2021,2022,94,Actor In A Leading Role,Will Smith,King Richard,144,75.0
2021,2022,94,Actor In A Supporting Role,Troy Kotsur,CODA,111,80.0
2021,2022,94,Actress In A Leading Role,Jessica Chastain,The Eyes of Tammy Faye,126,66.0
2021,2022,94,Actress In A Supporting Role,Ariana DeBose,West Side Story,156,72.0
2021,2022,94,Animated Feature Film,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer",Encanto,102,72.0
2021,2022,94,Cinematography,Greig Fraser,Dune,155,80.0
2021,2022,94,Costume Design,Jenny Beavan,Cruella,134,73.0
2021,2022,94,Directing,Jane Campion,The Power of the Dog,126,68.0
2021,2022,94,Documentary (feature),"Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",118,80.0
2021,2022,94,Film Editing,Joe Walker,Dune,155,80.0
2021,2022,94,International Feature Film,Japan,Drive My Car,179,76.0
2021,2022,94,Makeup And Hairstyling,"Linda Dowds, Stephanie Ingram and Justin Raleigh",The Eyes of Tammy Faye,126,66.0
2021,2022,94,Music (original Score),Hans Zimmer,Dune,155,80.0
2021,2022,94,Music (original Song),Music and Lyric by Billie Eilish and Finneas O'Connell,No Time to Die,163,73.0
2021,2022,94,Best Picture,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",CODA,111,80.0
2021,2022,94,Production Design,Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos,Dune,155,80.0
2021,2022,94,Short Film (live Action),Aneil Karia and Riz Ahmed,The Long Goodbye,112,75.0
2021,2022,94,Sound,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett",Dune,155,80.0
2021,2022,94,Visual Effects,"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer",Dune,155,80.0
2021,2022,94,Writing (adapted Screenplay),Screenplay by Siân Heder,CODA,111,80.0
2021,2022,94,Writing (original Screenplay),Written by Kenneth Branagh,Belfast,98,73.0
2022,2023,95,Actor In A Leading Role,Brendan Fraser,The Whale,117,77.0
2022,2023,95,Actor In A Supporting Role,Ke Huy Quan,Everything Everywhere All at Once,139,78.0
2022,2023,95,Actress In A Leading Role,Michelle Yeoh,Everything Everywhere All at Once,139,78.0
2022,2023,95,Actress In A Supporting Role,Jamie Lee Curtis,Everything Everywhere All at Once,139,78.0
2022,2023,95,Animated Feature Film,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley",Guillermo del Toro's Pinocchio,117,76.0
2022,2023,95,Cinematography,James Friend,All Quiet on the Western Front,148,78.0
2022,2023,95,Costume Design,Ruth Carter,Black Panther: Wakanda Forever,161,67.0
2022,2023,95,Directing,Daniel Kwan and Daniel Scheinert,Everything Everywhere All at Once,139,78.0
2022,2023,95,Documentary Feature Film,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris",Navalny,99,77.0
2022,2023,95,Documentary Short Film,Kartiki Gonsalves and Guneet Monga,The Elephant Whisperers,41,75.0
2022,2023,95,Film Editing,Paul Rogers,Everything Everywhere All at Once,139,78.0
2022,2023,95,International Feature Film,Germany,All Quiet on the Western Front,148,78.0
2022,2023,95,Makeup And Hairstyling,"Adrien Morot, Judy Chin and Annemarie Bradley",The Whale,117,77.0
2022,2023,95,Music (original Score),Volker Bertelmann,All Quiet on the Western Front,148,78.0
2022,2023,95,Music (original Song),Music by M.M. Keeravaani; Lyric by Chandrabose,RRR,187,78.0
2022,2023,95,Best Picture,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",Everything Everywhere All at Once,139,78.0
2022,2023,95,Production Design,Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper,All Quiet on the Western Front,148,78.0
2022,2023,95,Short Film (animated),Charlie Mackesy and Matthew Freud,"The Boy, the Mole, the Fox and the Horse",32,78.0
2022,2023,95,Sound,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor",Top Gun: Maverick,130,83.0
2022,2023,95,Visual Effects,"Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett",Avatar: The Way of Water,192,76.0
2022,2023,95,Writing (adapted Screenplay),Screenplay by Sarah Polley,Women Talking,104,69.0
2022,2023,95,Writing (original Screenplay),Written by Daniel Kwan & Daniel Scheinert,Everything Everywhere All at Once,139,78.0
2022,2023,95,Award Of Commendation,To Ryan Laney for his innovative adaptation and deployment of AI-driven facial veiling technology used to protect the identities while preserving the visual relatability of subjects in documentary filmmaking as exemplified in Welcome to Chechnya (2020).,Welcome to Chechnya,107,79.0
